"regulator_symbol","regulator_id","target_symbol","target_id","database","evidence","confidence"
"ESR1","2099","CAV1","857","tred","Experimental","High"
"ESR1","2099","CAD","790","tred","Experimental","High"
"ESR1","2099","C3","718","tred","Experimental","High"
"ESR1","2099","BTF3P11","690","tred","Experimental","High"
"ESR1","2099","BMP6","654","tred","Experimental","High"
"ESR1","2099","B4GALNT2","124872","tred","Experimental","High"
"ESR1","2099","AVP","551","tred","Experimental","High"
"ESR1","2099","APOE","348","tred","Experimental","High"
"ESR1","2099","APOA1","335","tred","Experimental","High"
"ESR1","2099","ANGPTL4","51129","tred","Experimental","High"
"ESR1","2099","AKT2","208","tred","Experimental","High"
"ESR1","2099","AKT1","207","tred","Experimental","High"
"ESR2","2100","STAT5A","6776","tred","Experimental","High"
"ESR2","2100","SMARCA2","6595","tred","Experimental","High"
"ESR2","2100","TERT","7015","tred","Experimental","High"
"ESR2","2100","hsa-miR-30a","MIMAT0000087","transmir","Experimental","High"
"ESR2","2100","hsa-miR-27b","MIMAT0000419","transmir","Experimental","High"
"ESR2","2100","hsa-miR-24","MIMAT0000080","transmir","Experimental","High"
"ESR2","2100","hsa-miR-23b","MIMAT0000418","transmir","Experimental","High"
"ESR2","2100","ANGPTL4","51129","tred","Experimental","High"
"ESR2","2100","C3","718","tred","Experimental","High"
"ESR2","2100","CD68","968","tred","Experimental","High"
"ESR2","2100","CREBBP","1387","tred","Experimental","High"
"ESR2","2100","CRHBP","1393","tred","Experimental","High"
"ESR2","2100","CRYZ","1429","tred","Experimental","High"
"ESR2","2100","CYP27B1","1594","tred","Experimental","High"
"ESR2","2100","EBAG9","9166","tred","Experimental","High"
"ESR2","2100","EGFR","1956","tred","Experimental","High"
"ESR2","2100","FOS","2353","tred","Experimental","High"
"ESR2","2100","GRIN2D","2906","tred","Experimental","High"
"ESR2","2100","JUN","3725","tred","Experimental","High"
"ESR2","2100","MAD2L1","4085","tred","Experimental","High"
"ESR2","2100","MKNK2","2872","tred","Experimental","High"
"ESR2","2100","NCOA3","8202","tred","Experimental","High"
"ESR2","2100","NOS3","4846","tred","Experimental","High"
"ESR2","2100","OXT","5020","tred","Experimental","High"
"ESR2","2100","PGR","5241","tred","Experimental","High"
"ESR2","2100","PNRC1","10957","tred","Experimental","High"
"ESR2","2100","POU1F1","5449","tred","Experimental","High"
"ESR2","2100","PPARG","5468","tred","Experimental","High"
"ESR2","2100","PTPRC","5788","tred","Experimental","High"
"ESR2","2100","RARA","5914","tred","Experimental","High"
"ESR2","2100","REXO4","57109","tred","Experimental","High"
"ESR2","2100","SELE","6401","tred","Experimental","High"
"ESR2","2100","SERPINE1","5054","tred","Experimental","High"
"ESR2","2100","SMARCA1","6594","tred","Experimental","High"
"ESRRG","2104","hsa-miR-433","MIMAT0001627","transmir","Experimental","High"
"ESRRG","2104","hsa-miR-127","MIMAT0000446","transmir","Experimental","High"
"ETS1","2113","WAS","7454","tred","Experimental","High"
"ETS1","2113","PDGFRB","5159","tred","Experimental","High"
"ETS1","2113","PCSK6","5046","tred","Experimental","High"
"ETS1","2113","PARP1","142","tred","Experimental","High"
"ETS1","2113","OAS2","4939","tred","Experimental","High"
"ETS1","2113","LYZ","4069","tred","Experimental","High"
"ETS1","2113","LTF","4057","tred","Experimental","High"
"ETS1","2113","LTC4S","4056","tred","Experimental","High"
"ETS1","2113","LTB","4050","tred","Experimental","High"
"ETS1","2113","LIF","3976","tred","Experimental","High"
"ETS1","2113","LCP1","3936","tred","Experimental","High"
"ETS1","2113","LCK","3932","tred","Experimental","High"
"ETS1","2113","KRT18","3875","tred","Experimental","High"
"ETS1","2113","KIT","3815","tred","Experimental","High"
"ETS1","2113","KDR","3791","tred","Experimental","High"
"ETS1","2113","KCNMB1","3779","tred","Experimental","High"
"ETS1","2113","JAK3","3718","tred","Experimental","High"
"ETS1","2113","JAG2","3714","tred","Experimental","High"
"ETS1","2113","ITGB3","3690","tred","Experimental","High"
"ETS1","2113","ITGAX","3687","tred","Experimental","High"
"ETS1","2113","ITGA5","3678","tred","Experimental","High"
"ETS1","2113","ITGA4","3676","tred","Experimental","High"
"ETS1","2113","ITGA2B","3674","tred","Experimental","High"
"ETS1","2113","IL8","3576","kegg","Experimental","High"
"ETS1","2113","IL5","3567","tred","Experimental","High"
"ETS1","2113","IL3","3562","tred","Experimental","High"
"ETS1","2113","IL2RB","3560","tred","Experimental","High"
"ETS1","2113","IL2","3558","tred","Experimental","High"
"ETS1","2113","IL13RA2","3598","tred","Experimental","High"
"ETS1","2113","IL12B","3593","tred","Experimental","High"
"ETS1","2113","IL10","3586","tred","Experimental","High"
"ETS1","2113","IGHG3","3502","tred","Experimental","High"
"ETS1","2113","IFNG","3458","tred","Experimental","High"
"ETS1","2113","IER5","51278","tred","Experimental","High"
"ETS1","2113","ICAM4","3386","tred","Experimental","High"
"ETS1","2113","HPSE","10855","tred","Experimental","High"
"ETS1","2113","HPGD","3248","tred","Experimental","High"
"ETS1","2113","HMOX1","3162","tred","Experimental","High"
"ETS1","2113","GZMB","3002","tred","Experimental","High"
"ETS1","2113","GRPR","2925","tred","Experimental","High"
"ETS1","2113","GP9","2815","tred","Experimental","High"
"ETS1","2113","GP6","51206","tred","Experimental","High"
"ETS1","2113","GATA1","2623","tred","Experimental","High"
"ETS1","2113","GABPA","2551","tred","Experimental","High"
"ETS1","2113","FOXD1","2297","tred","Experimental","High"
"ETS1","2113","FOSL1","8061","tred","Experimental","High"
"ETS1","2113","FOS","2353","tred","Experimental","High"
"ETS1","2113","FLT1","2321","tred","Experimental","High"
"ETS1","2113","FIGF","2277","kegg","Experimental","High"
"ETS1","2113","FGL2","10875","tred","Experimental","High"
"ETS1","2113","FGFBP1","9982","tred","Experimental","High"
"ETS1","2113","FCAR","2204","tred","Experimental","High"
"ETS1","2113","F13A1","2162","tred","Experimental","High"
"ETS1","2113","ETV4","2118","tred","Experimental","High"
"ETS1","2113","ETS2","2114","tred","Experimental","High"
"ETS1","2113","ETS1","2113","tred","Experimental","High"
"ETS1","2113","ERBB2","2064","tred","Experimental","High"
"ETS1","2113","ENG","2022","tred","Experimental","High"
"ETS1","2113","EIF4G1","1981","tred","Experimental","High"
"ETS1","2113","EGR1","1958","tred","Experimental","High"
"ETS1","2113","ECE1","1889","tred","Experimental","High"
"ETS1","2113","EBI3","10148","tred","Experimental","High"
"ETS1","2113","DNTT","1791","tred","Experimental","High"
"ETS1","2113","DAD1","1603","tred","Experimental","High"
"ETS1","2113","CYP27B1","1594","tred","Experimental","High"
"ETS1","2113","CTSB","1508","tred","Experimental","High"
"ETS1","2113","CSNK2B","1460","tred","Experimental","High"
"ETS1","2113","CSNK2A2","1459","tred","Experimental","High"
"ETS1","2113","CSNK2A1","1457","tred","Experimental","High"
"ETS1","2113","CSN2","1447","tred","Experimental","High"
"ETS1","2113","CSF3R","1441","tred","Experimental","High"
"ETS1","2113","CSF2","1437","tred","Experimental","High"
"ETS1","2113","COX4I1","1327","tred","Experimental","High"
"ETS1","2113","COPS2","9318","tred","Experimental","High"
"ETS1","2113","CIITA","4261","tred","Experimental","High"
"ETS1","2113","CHUK","1147","tred","Experimental","High"
"ETS1","2113","CDKN1B","1027","tred","Experimental","High"
"ETS1","2113","CDKN1A","1026","tred","Experimental","High"
"ETS1","2113","CDK4","1019","kegg","Experimental","High"
"ETS1","2113","CDK11A","728642","tred","Experimental","High"
"ETS1","2113","CDH13","1012","tred","Experimental","High"
"ETS1","2113","CDC37","11140","tred","Experimental","High"
"ETS1","2113","CD8A","925","tred","Experimental","High"
"ETS1","2113","CD79B","974","tred","Experimental","High"
"ETS1","2113","CD53","963","tred","Experimental","High"
"ETS1","2113","CD5","921","tred","Experimental","High"
"ETS1","2113","CD4","920","tred","Experimental","High"
"ETS1","2113","CD209","30835","tred","Experimental","High"
"ETS1","2113","CCND1","595","kegg","Experimental","High"
"ETS1","2113","CCL7","6354","tred","Experimental","High"
"ETS1","2113","CCL3","6348","tred","Experimental","High"
"ETS1","2113","CASP8","841","tred","Experimental","High"
"ETS1","2113","CASP4","837","tred","Experimental","High"
"ETS1","2113","BRCA2","675","tred","Experimental","High"
"ETS1","2113","BMP4","652","tred","Experimental","High"
"ETS1","2113","BIRC2","329","tred","Experimental","High"
"ETS1","2113","BID","637","tred","Experimental","High"
"ETS1","2113","BCL2","596","tred","Experimental","High"
"ETS1","2113","B3GAT3","26229","tred","Experimental","High"
"ETS1","2113","AXL","558","tred","Experimental","High"
"ETS1","2113","ATP5B","506","tred","Experimental","High"
"ETS1","2113","ATP2A3","489","tred","Experimental","High"
"ETS1","2113","ANPEP","290","tred","Experimental","High"
"ETS1","2113","ANGPT2","285","tred","Experimental","High"
"ETS1","2113","ABCC1","4363","tred","Experimental","High"
"ETS1","2113","ABCB4","5244","tred","Experimental","High"
"ETS1","2113","ABCB1","5243","tred","Experimental","High"
"ETS1","2113","VEGFA","7422","tred,kegg","Experimental","High"
"ETS1","2113","MMP9","4318","tred,kegg","Experimental","High"
"ETS1","2113","NTHL1","4913","tred","Experimental","High"
"ETS1","2113","MMP2","4313","tred,kegg","Experimental","High"
"ETS1","2113","MAPK1","5594","hprd,kegg","Experimental","High"
"ETS1","2113","MAPK3","5595","hprd,kegg","Experimental","High"
"ETS1","2113","NRP1","8829","tred","Experimental","High"
"ETS1","2113","NOS3","4846","tred","Experimental","High"
"ETS1","2113","NOS1","4842","tred","Experimental","High"
"ETS1","2113","NOL3","8996","tred","Experimental","High"
"ETS1","2113","NNAT","4826","tred","Experimental","High"
"ETS1","2113","NME1","4830","tred","Experimental","High"
"ETS1","2113","NELL1","4745","tred","Experimental","High"
"ETS1","2113","MYC","4609","tred","Experimental","High"
"ETS1","2113","MYB","4602","tred","Experimental","High"
"ETS1","2113","MSR1","4481","tred","Experimental","High"
"ETS1","2113","MPL","4352","tred","Experimental","High"
"ETS1","2113","MNDA","4332","tred","Experimental","High"
"ETS1","2113","MMP7","4316","tred","Experimental","High"
"ETS1","2113","MMP3","4314","tred","Experimental","High"
"ETS1","2113","MMP12","4321","tred","Experimental","High"
"ETS1","2113","MMP1","4312","kegg","Experimental","High"
"ETS1","2113","MME","4311","tred","Experimental","High"
"ETS1","2113","MGAT5B","146664","tred","Experimental","High"
"ETS1","2113","MET","4233","tred","Experimental","High"
"ETS1","2113","MDM2","4193","tred","Experimental","High"
"ETS1","2113","MAGEA4","4103","tred","Experimental","High"
"ETS1","2113","hsa-miR-146a","MIMAT0000449","transmir","Experimental","High"
"ETS1","2113","hsa-miR-222","MIMAT0000279","transmir","Experimental","High"
"ETS1","2113","PECAM1","5175","tred","Experimental","High"
"ETS1","2113","PF4","5196","tred","Experimental","High"
"ETS1","2113","PGF","5228","kegg","Experimental","High"
"ETS1","2113","PLAU","5328","tred","Experimental","High"
"ETS1","2113","POLD1","5424","tred","Experimental","High"
"ETS1","2113","POR","5447","tred","Experimental","High"
"ETS1","2113","PPP2R4","5524","tred","Experimental","High"
"ETS1","2113","PRL","5617","tred","Experimental","High"
"ETS1","2113","PSEN1","5663","tred","Experimental","High"
"ETS1","2113","PTGS2","5743","tred","Experimental","High"
"ETS1","2113","PTHLH","5744","tred","Experimental","High"
"ETS1","2113","REN","5972","tred","Experimental","High"
"ETS1","2113","RNF31","55072","tred","Experimental","High"
"ETS1","2113","RNMT","8731","tred","Experimental","High"
"ETS1","2113","RUNX1","861","tred","Experimental","High"
"ETS1","2113","SERPINE1","5054","tred","Experimental","High"
"ETS1","2113","SH2D1A","4068","tred","Experimental","High"
"ETS1","2113","SLC19A1","6573","tred","Experimental","High"
"ETS1","2113","SLC26A3","1811","tred","Experimental","High"
"ETS1","2113","SMAD4","4089","tred","Experimental","High"
"ETS1","2113","SOCS1","8651","tred","Experimental","High"
"ETS1","2113","SPP1","6696","tred","Experimental","High"
"ETS1","2113","SPRY2","10253","tred","Experimental","High"
"ETS1","2113","SURF1","6834","tred","Experimental","High"
"ETS1","2113","TBXAS1","6916","tred","Experimental","High"
"ETS1","2113","TCN2","6948","tred","Experimental","High"
"ETS1","2113","TFAP2A","7020","tred","Experimental","High"
"ETS1","2113","TFRC","7037","tred","Experimental","High"
"ETS1","2113","TGFBR2","7048","tred","Experimental","High"
"ETS1","2113","THBD","7056","tred","Experimental","High"
"ETS1","2113","TIMP1","7076","tred","Experimental","High"
"ETS1","2113","TLR4","7099","tred","Experimental","High"
"ETS1","2113","TNC","3371","tred","Experimental","High"
"ETS1","2113","TNF","7124","tred","Experimental","High"
"ETS1","2113","TNFRSF10A","8797","tred","Experimental","High"
"ETS1","2113","TNFRSF10B","8795","tred","Experimental","High"
"ETS1","2113","TNFRSF8","943","tred","Experimental","High"
"ETS1","2113","TNFSF14","8740","tred","Experimental","High"
"ETS1","2113","TNNC1","7134","tred","Experimental","High"
"ETS1","2113","TOM1","10043","tred","Experimental","High"
"ETS1","2113","TP53","7157","tred","Experimental","High"
"ETS1","2113","TRA@","6955","tred","Experimental","High"
"ETS1","2113","TRB@","6957","tred","Experimental","High"
"ETS1","2113","UGT8","7368","tred","Experimental","High"
"ETS1","2113","VCAM1","7412","tred","Experimental","High"
"ETS1","2113","VEGFB","7423","kegg","Experimental","High"
"ETS1","2113","VEGFC","7424","kegg","Experimental","High"
"ETS1","2113","VWF","7450","tred","Experimental","High"
"ETS2","2114","ERG","2078","tred","Experimental","High"
"ETS2","2114","ETS1","2113","tred","Experimental","High"
"ETS2","2114","FGF1","2246","tred","Experimental","High"
"ETS2","2114","SURF1","6834","tred","Experimental","High"
"ETS2","2114","CD163","9332","tred","Experimental","High"
"ETS2","2114","CCND1","595","tred","Experimental","High"
"ETS2","2114","CCNA2","890","tred","Experimental","High"
"ETS2","2114","BRCA1","672","tred","Experimental","High"
"ETS2","2114","MAPK3","5595","kegg","Experimental","High"
"ETS2","2114","MAPK1","5594","kegg","Experimental","High"
"ETS2","2114","SPP1","6696","tred","Experimental","High"
"ETS2","2114","PTHLH","5744","tred","Experimental","High"
"ETS2","2114","PSEN1","5663","tred","Experimental","High"
"ETS2","2114","PLAU","5328","tred","Experimental","High"
"ETS2","2114","PDE7A","5150","tred","Experimental","High"
"ETS2","2114","NTRK1","4914","tred","Experimental","High"
"ETS2","2114","VWF","7450","tred","Experimental","High"
"ETS2","2114","CHRNE","1145","tred","Experimental","High"
"ETS2","2114","CSF2","1437","tred","Experimental","High"
"ETS2","2114","FLI1","2313","tred","Experimental","High"
"ETS2","2114","FLII","2314","tred","Experimental","High"
"ETS2","2114","FLT1","2321","tred","Experimental","High"
"ETS2","2114","FOS","2353","tred","Experimental","High"
"ETS2","2114","FOSL1","8061","tred","Experimental","High"
"ETS2","2114","GATA1","2623","tred","Experimental","High"
"ETS2","2114","GBA","2629","tred","Experimental","High"
"ETS2","2114","HBEGF","1839","tred","Experimental","High"
"ETS2","2114","HPSE","10855","tred","Experimental","High"
"ETS2","2114","IL12B","3593","tred","Experimental","High"
"ETS2","2114","IL2","3558","tred","Experimental","High"
"ETS2","2114","IL5","3567","tred","Experimental","High"
"ETS2","2114","JAK3","3718","tred","Experimental","High"
"ETS2","2114","JUN","3725","tred","Experimental","High"
"ETS2","2114","JUNB","3726","tred","Experimental","High"
"ETS2","2114","KRAS","3845","tred","Experimental","High"
"ETS2","2114","KRT18","3875","tred","Experimental","High"
"ETS2","2114","LIF","3976","tred","Experimental","High"
"ETS2","2114","MDM2","4193","tred","Experimental","High"
"ETS2","2114","MGAT5B","146664","tred","Experimental","High"
"ETS2","2114","MMP3","4314","tred","Experimental","High"
"ETS2","2114","MMP9","4318","tred","Experimental","High"
"ETS2","2114","MSR1","4481","tred","Experimental","High"
"ETS2","2114","MYB","4602","tred","Experimental","High"
"ETS2","2114","MYBL1","4603","tred","Experimental","High"
"ETS2","2114","MYC","4609","tred","Experimental","High"
"ETS2","2114","NAE1","8883","tred","Experimental","High"
"ETS2","2114","NOL3","8996","tred","Experimental","High"
"ETS2","2114","CGA","1081","tred","Experimental","High"
"ETS2","2114","CDK1","983","tred","Experimental","High"
"ETS2","2114","CD4","920","tred","Experimental","High"
"ETS2","2114","CD34","947","tred","Experimental","High"
"ETS2","2114","TFEC","22797","tred","Experimental","High"
"ETS2","2114","TERT","7015","tred","Experimental","High"
"ETS2","2114","SURF2","6835","tred","Experimental","High"
"ETS2","2114","CSF3R","1441","tred","Experimental","High"
"ETS2","2114","CHGA","1113","tred","Experimental","High"
"ETS2","2114","CYP11A1","1583","tred","Experimental","High"
"ETS2","2114","EGR1","1958","tred","Experimental","High"
"ETS2","2114","THBD","7056","tred","Experimental","High"
"ETS2","2114","TP53","7157","tred","Experimental","High"
"ETS2","2114","TRB@","6957","tred","Experimental","High"
"ETS2","2114","TWF2","11344","tred","Experimental","High"
"ETS2","2114","TGFBR2","7048","tred","Experimental","High"
"ETS2","2114","ANGPT2","285","tred","Experimental","High"
"ETS2","2114","ANPEP","290","tred","Experimental","High"
"ETS2","2114","ATP5B","506","tred","Experimental","High"
"ETV4","2118","SURF2","6835","tred","Experimental","High"
"ETV4","2118","SYN2","6854","tred","Experimental","High"
"ETV4","2118","TBXAS1","6916","tred","Experimental","High"
"ETV4","2118","TGFBR2","7048","tred","Experimental","High"
"ETV4","2118","TIMP1","7076","tred","Experimental","High"
"ETV4","2118","TIMP2","7077","tred","Experimental","High"
"ETV4","2118","TNF","7124","tred","Experimental","High"
"ETV4","2118","TXN","7295","tred","Experimental","High"
"ETV4","2118","VIM","7431","tred","Experimental","High"
"ETV4","2118","WT1","7490","tred","Experimental","High"
"ETV4","2118","USF1","7391","tred","Experimental","High"
"ETV4","2118","BCHE","590","tred","Experimental","High"
"ETV4","2118","APOH","350","tred","Experimental","High"
"ETV4","2118","AMD1","262","tred","Experimental","High"
"ETV4","2118","AGTR2","186","tred","Experimental","High"
"ETV4","2118","AGTR1","185","tred","Experimental","High"
"ETV4","2118","BDKRB1","623","tred","Experimental","High"
"ETV4","2118","BRCA1","672","tred","Experimental","High"
"ETV4","2118","BST1","683","tred","Experimental","High"
"ETV4","2118","MEP1B","4225","tred","Experimental","High"
"ETV4","2118","MADCAM1","8174","tred","Experimental","High"
"ETV4","2118","LYN","4067","tred","Experimental","High"
"ETV4","2118","LRP8","7804","tred","Experimental","High"
"ETV4","2118","LOX","4015","tred","Experimental","High"
"ETV4","2118","KCNMA1","3778","tred","Experimental","High"
"ETV4","2118","IL8","3576","tred","Experimental","High"
"ETV4","2118","IL4","3565","tred","Experimental","High"
"ETV4","2118","IL13","3596","tred","Experimental","High"
"ETV4","2118","HTR2A","3356","tred","Experimental","High"
"ETV4","2118","HPSE","10855","tred","Experimental","High"
"ETV4","2118","HPGD","3248","tred","Experimental","High"
"ETV4","2118","HFE","3077","tred","Experimental","High"
"ETV4","2118","GNRHR","2798","tred","Experimental","High"
"ETV4","2118","GJB2","2706","tred","Experimental","High"
"ETV4","2118","FOS","2353","tred","Experimental","High"
"ETV4","2118","FLII","2314","tred","Experimental","High"
"ETV4","2118","FLI1","2313","tred","Experimental","High"
"ETV4","2118","F9","2158","tred","Experimental","High"
"ETV4","2118","ETS2","2114","tred","Experimental","High"
"ETV4","2118","ETS1","2113","tred","Experimental","High"
"ETV4","2118","ERBB2","2064","tred","Experimental","High"
"ETV4","2118","ECE1","1889","tred","Experimental","High"
"ETV4","2118","DNAJA3","9093","tred","Experimental","High"
"ETV4","2118","CETP","1071","tred","Experimental","High"
"ETV4","2118","CDC37","11140","tred","Experimental","High"
"ETV4","2118","BTK","695","tred","Experimental","High"
"ETV4","2118","MGAT5B","146664","tred","Experimental","High"
"ETV4","2118","MMP12","4321","tred","Experimental","High"
"ETV4","2118","MMP13","4322","tred","Experimental","High"
"ETV4","2118","MMP19","4327","tred","Experimental","High"
"ETV4","2118","MMP2","4313","tred","Experimental","High"
"ETV4","2118","MMP3","4314","tred","Experimental","High"
"ETV4","2118","MMP7","4316","tred","Experimental","High"
"ETV4","2118","MMP9","4318","tred","Experimental","High"
"ETV4","2118","MUC4","4585","tred","Experimental","High"
"ETV4","2118","MYB","4602","tred","Experimental","High"
"ETV4","2118","NOS3","4846","tred","Experimental","High"
"ETV4","2118","NR3C2","4306","tred","Experimental","High"
"ETV4","2118","NRG1","3084","tred","Experimental","High"
"ETV4","2118","NRGN","4900","tred","Experimental","High"
"ETV4","2118","OAS2","4939","tred","Experimental","High"
"ETV4","2118","PCSK6","5046","tred","Experimental","High"
"ETV4","2118","PLA2G4A","5321","tred","Experimental","High"
"ETV4","2118","PLAUR","5329","tred","Experimental","High"
"ETV4","2118","PSG1","5669","tred","Experimental","High"
"ETV4","2118","PSG4","5672","tred","Experimental","High"
"ETV4","2118","PSG9","5678","tred","Experimental","High"
"ETV4","2118","PTGS2","5743","tred","Experimental","High"
"ETV4","2118","RNF31","55072","tred","Experimental","High"
"ETV4","2118","SCNN1G","6340","tred","Experimental","High"
"ETV4","2118","SFTPD","6441","tred","Experimental","High"
"ETV4","2118","SHMT2","6472","tred","Experimental","High"
"ETV4","2118","SLC11A1","6556","tred","Experimental","High"
"ETV4","2118","SLC6A6","6533","tred","Experimental","High"
"ETV4","2118","SPP1","6696","tred","Experimental","High"
"ETV4","2118","SURF1","6834","tred","Experimental","High"
"ETV5","2119","hsa-miR-21","MIMAT0000076","transmir","Experimental","High"
"ETV6","2120","MAPK3","5595","kegg","Experimental","High"
"ETV6","2120","MAPK1","5594","kegg","Experimental","High"
"ETV7","51513","MAPK3","5595","kegg","Experimental","High"
"ETV7","51513","MAPK1","5594","kegg","Experimental","High"
"EZH2","2146","hsa-miR-137","MIMAT0000429","transmir","Experimental","High"
"EZH2","2146","hsa-miR-101","MIMAT0000099","transmir","Experimental","High"
"F2","2147","hsa-miR-222","MIMAT0000279","transmir","Experimental","High"
"FLI1","2313","CCND3","896","tred","Experimental","High"
"FLI1","2313","ANPEP","290","tred","Experimental","High"
"FLI1","2313","BARD1","580","tred","Experimental","High"
"FLI1","2313","CCND1","595","tred","Experimental","High"
"FLI1","2313","CCND2","894","tred","Experimental","High"
"FLI1","2313","CDKN1A","1026","tred","Experimental","High"
"FLI1","2313","COL1A1","1277","tred","Experimental","High"
"FLI1","2313","CREBBP","1387","tred","Experimental","High"
"FLI1","2313","ERG","2078","tred","Experimental","High"
"FLI1","2313","FOS","2353","tred","Experimental","High"
"FLI1","2313","GATA1","2623","tred","Experimental","High"
"FLI1","2313","GP6","51206","tred","Experimental","High"
"FLI1","2313","GP9","2815","tred","Experimental","High"
"FLI1","2313","HMOX1","3162","tred","Experimental","High"
"FLI1","2313","ID2","3398","tred","Experimental","High"
"FLI1","2313","IGFBP3","3486","tred","Experimental","High"
"FLI1","2313","ITGA2B","3674","tred","Experimental","High"
"FLI1","2313","LYL1","4066","tred","Experimental","High"
"FLI1","2313","MED21","9412","tred","Experimental","High"
"FLI1","2313","MMP2","4313","tred","Experimental","High"
"FLI1","2313","MMP3","4314","tred","Experimental","High"
"FLI1","2313","MMP9","4318","tred","Experimental","High"
"FLI1","2313","MPL","4352","tred","Experimental","High"
"FLI1","2313","NR5A1","2516","tred","Experimental","High"
"FLI1","2313","PDGFC","56034","tred","Experimental","High"
"FLI1","2313","PDGFRB","5159","tred","Experimental","High"
"FLI1","2313","POLR2G","5436","tred","Experimental","High"
"FLI1","2313","POU4F1","5457","tred","Experimental","High"
"FLI1","2313","SF1","7536","tred","Experimental","High"
"FLI1","2313","SH2D1B","117157","tred","Experimental","High"
"FLI1","2313","SLA","6503","tred","Experimental","High"
"FLI1","2313","SRF","6722","tred","Experimental","High"
"FLI1","2313","TAL1","6886","tred","Experimental","High"
"FLI1","2313","TERT","7015","tred","Experimental","High"
"FLI1","2313","TGFBR2","7048","tred","Experimental","High"
"FLI1","2313","TNC","3371","tred","Experimental","High"
"FLI1","2313","TNNC1","7134","tred","Experimental","High"
"FLI1","2313","UPP1","7378","tred","Experimental","High"
"FOS","2353","CD40LG","959","tred","Experimental","High"
"FOS","2353","IL12B","3593","tred","Experimental","High"
"FOS","2353","IL2","3558","tred","Experimental","High"
"FOS","2353","IL3","3562","tred","Experimental","High"
"FOS","2353","IL8","3576","kegg","Experimental","High"
"FOS","2353","KRT6A","3853","tred","Experimental","High"
"FOS","2353","MMP1","4312","kegg","Experimental","High"
"FOS","2353","MMP13","4322","tred","Experimental","High"
"FOS","2353","MSR1","4481","tred","Experimental","High"
"FOS","2353","MT1A","4489","tred","Experimental","High"
"FOS","2353","NOS1","4842","tred","Experimental","High"
"FOS","2353","NPPA","4878","tred","Experimental","High"
"FOS","2353","NQO1","1728","tred","Experimental","High"
"FOS","2353","NTF3","4908","tred","Experimental","High"
"FOS","2353","PDHA1","5160","tred","Experimental","High"
"FOS","2353","PENK","5179","tred","Experimental","High"
"FOS","2353","PGF","5228","kegg","Experimental","High"
"FOS","2353","PGR","5241","tred","Experimental","High"
"FOS","2353","PLAUR","5329","tred","Experimental","High"
"FOS","2353","PTGDS","5730","tred","Experimental","High"
"FOS","2353","PTGS2","5743","tred","Experimental","High"
"FOS","2353","SMAD4","4089","tred","Experimental","High"
"FOS","2353","SPRR3","6707","tred","Experimental","High"
"FOS","2353","SRR","63826","tred","Experimental","High"
"FOS","2353","TGFB1","7040","tred","Experimental","High"
"FOS","2353","TIMP1","7076","tred","Experimental","High"
"FOS","2353","TNFAIP6","7130","tred","Experimental","High"
"FOS","2353","TP53","7157","tred","Experimental","High"
"FOS","2353","TSHB","7252","tred","Experimental","High"
"FOS","2353","UBP1","7342","tred","Experimental","High"
"FOS","2353","VEGFA","7422","kegg","Experimental","High"
"FOS","2353","VEGFB","7423","kegg","Experimental","High"
"FOS","2353","VEGFC","7424","kegg","Experimental","High"
"FOS","2353","VIP","7432","tred","Experimental","High"
"FOS","2353","IL8","3576","kegg","Experimental","High"
"FOS","2353","KRAS","3845","kegg","Experimental","High"
"FOS","2353","MAPK1","5594","hprd,kegg","Experimental","High"
"FOS","2353","MAPK10","5602","kegg","Experimental","High"
"FOS","2353","MAPK11","5600","kegg","Experimental","High"
"FOS","2353","MAPK12","6300","kegg","Experimental","High"
"FOS","2353","MAPK13","5603","kegg","Experimental","High"
"FOS","2353","BATF3","55509","tred","Experimental","High"
"FOS","2353","TNF","7124","kegg","Experimental","High"
"FOS","2353","NRAS","4893","kegg","Experimental","High"
"FOS","2353","MAPK9","5601","kegg","Experimental","High"
"FOS","2353","MAPK8","5599","kegg","Experimental","High"
"FOS","2353","MAPK3","5595","kegg","Experimental","High"
"FOS","2353","MAPK14","1432","kegg","Experimental","High"
"FOS","2353","NTS","4922","ucsc,tred","Experimental","High"
"FOS","2353","MMP9","4318","ucsc,kegg","Experimental","High"
"FOS","2353","HLA-DRA","3122","tred","Experimental","High"
"FOS","2353","FIGF","2277","kegg","Experimental","High"
"FOS","2353","FASN","2194","tred","Experimental","High"
"FOS","2353","MMP3","4314","ucsc,tred","Experimental","High"
"FOS","2353","ITGA5","3678","ucsc,ensembl,tred","Experimental","High"
"FOS","2353","MMP2","4313","tred,kegg","Experimental","High"
"FOS","2353","KRT16","3868","ucsc,tred","Experimental","High"
"FOS","2353","GSTP1","2950","ucsc,tred","Experimental","High"
"FOS","2353","CCND1","595","tred,kegg","Experimental","High"
"FOS","2353","FAS","355","tred","Experimental","High"
"FOS","2353","ETS1","2113","tred","Experimental","High"
"FOS","2353","ERCC1","2067","tred","Experimental","High"
"FOS","2353","ELN","2006","tred","Experimental","High"
"FOS","2353","CGA","1081","tred","Experimental","High"
"FOS","2353","CDKN1A","1026","tred","Experimental","High"
"FOS","2353","CDK5","1020","tred","Experimental","High"
"FOS","2353","CDK4","1019","kegg","Experimental","High"
"FOS","2353","CD69","969","tred","Experimental","High"
"FOS","2353","HSPA1A","3303","tred","Experimental","High"
"FOS","2353","CCL5","6352","tred","Experimental","High"
