"regulator_symbol","regulator_id","target_symbol","target_id","database","evidence","confidence"
"ARNTL","406","CRY2","1408","kegg","Experimental","High"
"ARNTL","406","CRY1","1407","kegg","Experimental","High"
"ARNTL","406","BHLHE41","79365","kegg","Experimental","High"
"ARNTL","406","BHLHE40","8553","kegg","Experimental","High"
"ARNTL","406","PER2","8864","kegg","Experimental","High"
"ARNTL","406","RORA","6095","kegg","Experimental","High"
"ARNTL","406","PER3","8863","kegg","Experimental","High"
"ARNTL","406","PER2","8864","kegg","Experimental","High"
"ARNTL","406","PER1","5187","kegg","Experimental","High"
"ARNTL","406","PER3","8863","hprd,kegg","Experimental","High"
"ARNTL","406","RORC","6097","kegg","Experimental","High"
"ARNTL","406","RORB","6096","kegg","Experimental","High"
"ASH1L","55870","hsa-miR-375","MIMAT0000728","transmir","Experimental","High"
"ATF1","466","GOLPH3","64083","ucsc,tred","Experimental","High"
"ATF1","466","FLT1","2321","ucsc,tred","Experimental","High"
"ATF1","466","COPA","1314","ucsc,tred","Experimental","High"
"ATF1","466","CYP11B1","1584","tred","Experimental","High"
"ATF1","466","CIITA","4261","tred","Experimental","High"
"ATF1","466","CHGA","1113","tred","Experimental","High"
"ATF1","466","CGA","1081","tred","Experimental","High"
"ATF1","466","CFTR","1080","tred","Experimental","High"
"ATF1","466","CDK1","983","tred","Experimental","High"
"ATF1","466","FLII","2314","tred","Experimental","High"
"ATF1","466","FOS","2353","tred","Experimental","High"
"ATF1","466","GH2","2689","tred","Experimental","High"
"ATF1","466","HLA-G","3135","tred","Experimental","High"
"ATF1","466","HSPA5","3309","tred","Experimental","High"
"ATF1","466","ID2","3398","tred","Experimental","High"
"ATF1","466","IFNAR1","3454","tred","Experimental","High"
"ATF1","466","IL10","3586","tred","Experimental","High"
"ATF1","466","IL1B","3553","tred","Experimental","High"
"ATF1","466","IL6","3569","tred","Experimental","High"
"ATF1","466","INHBA","3624","tred","Experimental","High"
"ATF1","466","JUN","3725","tred","Experimental","High"
"ATF1","466","LOR","4014","tred","Experimental","High"
"ATF1","466","LTC4S","4056","tred","Experimental","High"
"ATF1","466","MED21","9412","tred","Experimental","High"
"ATF1","466","MYH10","4628","tred","Experimental","High"
"ATF1","466","NANS","54187","tred","Experimental","High"
"ATF1","466","NKX6-1","4825","tred","Experimental","High"
"ATF1","466","NOS1","4842","tred","Experimental","High"
"ATF1","466","NR3C2","4306","tred","Experimental","High"
"ATF1","466","NT5E","4907","tred","Experimental","High"
"ATF1","466","NTRK1","4914","tred","Experimental","High"
"ATF1","466","NTRK3","4916","tred","Experimental","High"
"ATF1","466","NTS","4922","tred","Experimental","High"
"ATF1","466","OXT","5020","tred","Experimental","High"
"ATF1","466","PCSK1","5122","tred","Experimental","High"
"ATF1","466","PGK1","5230","tred","Experimental","High"
"ATF1","466","PLAUR","5329","tred","Experimental","High"
"ATF1","466","POLB","5423","tred","Experimental","High"
"ATF1","466","POLG2","11232","tred","Experimental","High"
"ATF1","466","PPP2R4","5524","tred","Experimental","High"
"ATF1","466","PTGS2","5743","tred","Experimental","High"
"ATF1","466","RB1","5925","tred","Experimental","High"
"ATF1","466","SLC19A1","6573","tred","Experimental","High"
"ATF1","466","SLC20A1","6574","tred","Experimental","High"
"ATF1","466","SLC6A4","6532","tred","Experimental","High"
"ATF1","466","SPRR3","6707","tred","Experimental","High"
"ATF1","466","ST3GAL5","8869","tred","Experimental","High"
"ATF1","466","TEAD1","7003","tred","Experimental","High"
"ATF1","466","ERBB2","2064","tred","Experimental","High"
"ATF1","466","EXOC3","11336","tred","Experimental","High"
"ATF1","466","FLI1","2313","tred","Experimental","High"
"ATF1","466","TFRC","7037","tred","Experimental","High"
"ATF1","466","CD8A","925","tred","Experimental","High"
"ATF1","466","CCNA1","8900","tred","Experimental","High"
"ATF1","466","CCL5","6352","tred","Experimental","High"
"ATF1","466","CCDC65","85478","tred","Experimental","High"
"ATF1","466","CALCA","796","tred","Experimental","High"
"ATF1","466","BRCA1","672","tred","Experimental","High"
"ATF1","466","BCL2","596","tred","Experimental","High"
"ATF1","466","ATM","472","tred","Experimental","High"
"ATF1","466","AVP","551","tred","Experimental","High"
"ATF1","466","ARNT2","9915","tred","Experimental","High"
"ATF1","466","AQP3","360","tred","Experimental","High"
"ATF1","466","APEX1","328","tred","Experimental","High"
"ATF1","466","AGXT","189","tred","Experimental","High"
"ATF1","466","AGT","183","tred","Experimental","High"
"ATF1","466","ADRB3","155","tred","Experimental","High"
"ATF1","466","ACHE","43","tred","Experimental","High"
"ATF1","466","TG","7038","tred","Experimental","High"
"ATF1","466","TGFB2","7042","tred","Experimental","High"
"ATF1","466","TNF","7124","tred","Experimental","High"
"ATF1","466","TOP1","7150","tred","Experimental","High"
"ATF1","466","TOP2A","7153","tred","Experimental","High"
"ATF1","466","TRA@","6955","tred","Experimental","High"
"ATF1","466","TRB@","6957","tred","Experimental","High"
"ATF1","466","UBE2I","7329","tred","Experimental","High"
"ATF1","466","UCP1","7350","tred","Experimental","High"
"ATF1","466","UGT8","7368","tred","Experimental","High"
"ATF1","466","VIPR1","7433","tred","Experimental","High"
"ATF1","466","CYP11B2","1585","tred","Experimental","High"
"ATF1","466","DPAGT1","1798","tred","Experimental","High"
"ATF1","466","EGR1","1958","tred","Experimental","High"
"ATF1","466","VIP","7432","ucsc,tred","Experimental","High"
"ATF1","466","TSPAN31","6302","ucsc,tred","Experimental","High"
"ATF1","466","TH","7054","ucsc,tred","Experimental","High"
"ATF1","466","STAT3","6774","ucsc,tred","Experimental","High"
"ATF1","466","MUC1","4582","ucsc,tred","Experimental","High"
"ATF1","466","LDHA","3939","ucsc,tred","Experimental","High"
"ATF2","1386","PENK","5179","tred","Experimental","High"
"ATF2","1386","ACE","1636","tred","Experimental","High"
"ATF2","1386","APOC3","345","tred","Experimental","High"
"ATF2","1386","ATF3","467","tred","Experimental","High"
"ATF2","1386","CCNA1","8900","tred","Experimental","High"
"ATF2","1386","CCND1","595","tred","Experimental","High"
"ATF2","1386","CDKN1A","1026","tred","Experimental","High"
"ATF2","1386","HLA-G","3135","tred","Experimental","High"
"ATF2","1386","IFNB1","3456","tred","Experimental","High"
"ATF2","1386","IFNG","3458","tred","Experimental","High"
"ATF2","1386","IMPDH2","3615","tred","Experimental","High"
"ATF2","1386","INS","3630","tred","Experimental","High"
"ATF2","1386","JUN","3725","tred","Experimental","High"
"ATF2","1386","NT5E","4907","tred","Experimental","High"
"ATF2","1386","PCK1","5105","tred","Experimental","High"
"ATF2","1386","PLAT","5327","tred","Experimental","High"
"ATF2","1386","PTGS2","5743","tred","Experimental","High"
"ATF2","1386","SELE","6401","tred","Experimental","High"
"ATF2","1386","TGFB2","7042","tred","Experimental","High"
"ATF2","1386","TNF","7124","tred","Experimental","High"
"ATF2","1386","ATF2","1386","ucsc,tred","Experimental","High"
"ATF2","1386","CYP11B2","1585","ucsc,tred","Experimental","High"
"ATF2","1386","FN1","2335","ucsc,tred","Experimental","High"
"ATF2","1386","NR4A2","4929","ucsc,tred","Experimental","High"
"ATF2","1386","RB1","5925","ucsc,tred","Experimental","High"
"ATF2","1386","VIP","7432","ucsc,tred","Experimental","High"
"ATF2","1386","CGA","1081","tred","Experimental","High"
"ATF2","1386","CYP11B1","1584","tred","Experimental","High"
"ATF2","1386","FOS","2353","tred","Experimental","High"
"ATF2","1386","HFE","3077","tred","Experimental","High"
"ATF2","1386","HLA-E","3133","tred","Experimental","High"
"ATF2","1386","HLA-F","3134","tred","Experimental","High"
"ATF2","1386","MAPK14","1432","hprd,kegg","Experimental","High"
"ATF2","1386","MAPK13","5603","hprd,kegg","Experimental","High"
"ATF2","1386","MAPK12","6300","kegg","Experimental","High"
"ATF2","1386","MAPK11","5600","hprd,kegg","Experimental","High"
"ATF3","467","ASNS","440","tred","Experimental","High"
"ATF4","468","MKNK2","2872","kegg","Experimental","High"
"ATF4","468","RPS6KA5","9252","kegg","Experimental","High"
"ATF4","468","RPS6KA4","8986","kegg","Experimental","High"
"ATF4","468","RPS6KA3","6197","kegg","Experimental","High"
"ATF4","468","RPS6KA2","6196","kegg","Experimental","High"
"ATF4","468","RPS6KA1","6195","kegg","Experimental","High"
"ATF4","468","PRKX","5613","kegg","Experimental","High"
"ATF4","468","PRKACG","5568","kegg","Experimental","High"
"ATF4","468","PRKACB","5567","kegg","Experimental","High"
"ATF4","468","PRKACA","5566","kegg","Experimental","High"
"ATF4","468","CAMK2B","816","kegg","Experimental","High"
"ATF4","468","CAMK2D","817","kegg","Experimental","High"
"ATF4","468","CAMK2G","818","kegg","Experimental","High"
"ATF4","468","CAMK4","814","kegg","Experimental","High"
"ATF4","468","CREBBP","1387","kegg","Experimental","High"
"ATF4","468","DDIT3","1649","hprd,kegg","Experimental","High"
"ATF4","468","EIF2S1","1965","kegg","Experimental","High"
"ATF4","468","EP300","2033","kegg","Experimental","High"
"ATF4","468","GSK3B","2932","kegg","Experimental","High"
"ATF4","468","MAPKAPK2","9261","kegg","Experimental","High"
"ATF4","468","MAPKAPK3","7867","kegg","Experimental","High"
"ATF4","468","MKNK1","8569","kegg","Experimental","High"
"ATF4","468","PPP1R15A","23645","kegg","Experimental","High"
"ATF4","468","PTGS2","5743","tred","Experimental","High"
"ATF4","468","PPP1R15A","23645","tred","Experimental","High"
"ATF4","468","HPGD","3248","tred","Experimental","High"
"ATF4","468","DISC1","27185","tred","Experimental","High"
"ATF4","468","CGA","1081","tred","Experimental","High"
"ATF4","468","ASNS","440","tred","Experimental","High"
"ATF4","468","CAMK2A","815","kegg","Experimental","High"
"ATF4","468","CXCR5","643","ucsc,tred","Experimental","High"
"ATF4","468","VIP","7432","ucsc,tred","Experimental","High"
"ATF4","468","RPS6KA6","27330","kegg","Experimental","High"
"ATF5","22809","DISC1","27185","tred","Experimental","High"
"ATF6","22926","HSPA5","3309","tred","Experimental","High"
"ATF6","22926","ATP2A2","488","tred","Experimental","High"
"ATF6","22926","PSEN2","5664","kegg","Experimental","High"
"ATF6","22926","PSEN1","5663","kegg","Experimental","High"
"ATF6","22926","DDIT3","1649","kegg","Experimental","High"
"ATF6","22926","XBP1","7494","tred","Experimental","High"
"ATF6","22926","SRF","6722","tred","Experimental","High"
"ATF6B","1388","DDIT3","1649","kegg","Experimental","High"
"ATM","472","TP53","7157","hprd,kegg","Experimental","High"
"ATM","472","CHEK2","11200","hprd,kegg","Experimental","High"
"ATM","472","CHEK1","1111","hprd,kegg","Experimental","High"
"BBC3","27113","TP53","7157","kegg","Experimental","High"
"BBC3","27113","TP53AIP1","63970","kegg","Experimental","High"
"BCL3","602","SELP","6403","tred","Experimental","High"
"BCL3","602","PIR","8544","tred","Experimental","High"
"BCL3","602","NFKB2","4791","tred","Experimental","High"
"BCL3","602","MYB","4602","tred","Experimental","High"
"BCL3","602","FYN","2534","tred","Experimental","High"
"BCL3","602","CDH13","1012","tred","Experimental","High"
"BCL6","604","PRDM1","639","tred","Experimental","High"
"BCR","613","hsa-miR-155","MIMAT0000646","transmir","Experimental","High"
"BMP2","650","hsa-miR-31","MIMAT0000089","transmir","Experimental","High"
"BMP2","650","hsa-miR-24","MIMAT0000080","transmir","Experimental","High"
"BMP4","652","hsa-miR-200a","MIMAT0000682","transmir","Experimental","High"
"BMP4","652","hsa-miR-145","MIMAT0000437","transmir","Experimental","High"
"BMP4","652","hsa-miR-205","MIMAT0000266","transmir","Experimental","High"
"BMP4","652","hsa-miR-200c","MIMAT0000617","transmir","Experimental","High"
"BMP4","652","hsa-miR-200b","MIMAT0000318","transmir","Experimental","High"
"BMP6","654","hsa-miR-21","MIMAT0000076","transmir","Experimental","High"
"BMPR1A","657","hsa-miR-21","MIMAT0000076","transmir","Experimental","High"
"BMPR1B","658","hsa-miR-21","MIMAT0000076","transmir","Experimental","High"
"BPIFA1","51297","hsa-miR-141","MIMAT0000432","transmir","Experimental","High"
