tf,target,confidence
SREBF2,LOC256880,Low
SREBF2,GRWD1,Low
SREBF2,LOC100289255,Low
SREBF2,KANSL1,Low
SREBF2,LDLR,Low
SREBF2,LOC284023,Low
SREBF2,LOC388906,Low
SREBF2,LOC338758,Low
SREBF2,LOC100293534,Low
SREBF2,LOC100862671,Low
SREBF2,LOC220906,Low
SREBF2,LOC147727,Low
SREBF2,LOC100505576,Low
SREBF2,LOC100506801,Low
SREBF2,LOC100506713,Low
SREBF2,LMX1A,Low
SREBF2,LOC100133991,Low
SREBF2,LOC100287559,Low
SREBF2,LETM2,Low
SREBF2,LOC100271702,Low
SREBF2,LOC100128126,Low
SREBF2,LOC100130705,Low
SREBF2,LOC100128176,Low
SREBF2,LHX2,Low
SREBF2,LINGO1,Low
SREBF2,LMO1,Low
SREBF2,LIPJ,Low
SREBF2,LIAS,Low
SREBF2,LINC00167,Low
SREBF2,LIN52,Low
SREBF2,KRTAP2-4,Low
SREBF2,LAMP1,Low
SREBF2,KIF26B,Low
SREBF2,KANSL1-AS1,Low
SREBF2,LATS2,Low
SREBF2,LAMTOR1,Low
SREBF2,LDB1,Low
SREBF2,KRTAP4-8,Low
SREBF2,KTN1-AS1,Low
SREBF2,KRTCAP2,Low
SREBF2,KIFC2,Low
SREBF2,KRT78,Low
SREBF2,KRTAP2-2,Low
SREBF2,KRT81,Low
SREBF2,KLF15,Low
SREBF2,KLHL28,Low
SREBF2,KLHL24,Low
SREBF2,KDM6A,Low
SREBF2,KIAA1737,Low
SREBF2,KANSL2,Low
SREBF2,KIF1C,Low
SREBF2,KIAA1009,Low
SREBF2,KIAA1715,Low
SREBF2,KIAA1432,Low
SREBF2,KAT5,Low
SREBF2,KCNK2,Low
SREBF2,KDM4C,Low
SREBF2,KCNK6,Low
SREBF2,KBTBD13,Low
SREBF2,KCNE4,Low
SREBF2,KCNAB3,Low
SREBF2,ITPRIPL1,Low
SREBF2,JUP,Low
SREBF2,IL11,Low
SREBF2,GRXCR2,Low
SREBF2,HOXC11,Low
SREBF2,JOSD1,Low
SREBF2,JUND,Low
SREBF2,JUN,Low
SREBF2,ILF3,Low
SREBF2,IRF9,Low
SREBF2,ITGB8,Low
SREBF2,IRS4,Low
SREBF2,INPP5E,Low
SREBF2,INTU,Low
SREBF2,INTS6,Low
SREBF2,IFT20,Low
SREBF2,IGFN1,Low
SREBF2,HOXC13,Low
SREBF2,IGSF1,Low
SREBF2,IGF1R,Low
SREBF2,IGFLR1,Low
SREBF2,IGF2BP3,Low
SREBF2,HOXC5,Low
SREBF2,ID2,Low
SREBF2,HSD17B2,Low
SREBF2,HSP90B1,Low
SREBF2,IFITM3,Low
SREBF2,HSPBAP1,Low
SREBF2,HTR4,Low
SREBF2,HSPD1,Low
SREBF2,HTR1D,Low
SREBF2,HSDL1,Low
SREBF2,HOXC9,Low
SREBF2,HS1BP3,Low
SREBF2,HOXD9,Low
SREBF2,HOXA10,Low
SREBF2,HOXB-AS3,Low
SREBF2,HOXB4,Low
SREBF2,HMGN1,Low
SREBF2,GSG1L,Low
SREBF2,HOXB3,Low
SREBF2,HOXA10-HOXA9,Low
SREBF2,HOXA7,Low
SREBF2,HOXA11,Low
SREBF2,HNRNPA3,Low
SREBF2,HOOK2,Low
SREBF2,HOXA-AS4,Low
SREBF2,HOXA-AS3,Low
SREBF2,HNRNPM,Low
SREBF2,HNRNPUL2-BSCL2,Low
SREBF2,HNRNPUL2,Low
SREBF2,HELT,Low
SREBF2,HES5,Low
SREBF2,HMGCS1,Low
SREBF2,GSX2,Low
SREBF2,HEXIM2,Low
SREBF2,HERC2P4,Low
SREBF2,HES1,Low
SREBF2,HERC2P9,Low
SREBF2,GTF2H1,Low
SREBF2,HARS2,Low
SREBF2,HECTD3,Low
SREBF2,HCAR1,Low
SREBF2,GUCY2D,Low
SREBF2,HAL,Low
SREBF2,GYLTL1B,Low
SREBF2,GPNMB,Low
SREBF2,GRK5,Low
SREBF2,GRPEL2,Low
SREBF2,GDF9,Low
SREBF2,CYP19A1,Low
SREBF2,GRM2,Low
SREBF2,GPR107,Low
SREBF2,GPS2,Low
SREBF2,GPRC5C,Low
SREBF2,GET4,Low
SREBF2,GNAT3,Low
SREBF2,GNL1,Low
SREBF2,GNB2,Low
SREBF2,GGA2,Low
SREBF2,GNAI3,Low
SREBF2,GMPPB,Low
SREBF2,GIGYF2,Low
SREBF2,GIT2,Low
SREBF2,GMFB,Low
SREBF2,GLA,Low
SREBF2,GLYR1,Low
SREBF2,ESRP2,Low
SREBF2,GATA6,Low
SREBF2,FEN1,Low
SREBF2,FOXP3,Low
SREBF2,CYSTM1,Low
SREBF2,GCC1,Low
SREBF2,FSHR,Low
SREBF2,GAA,Low
SREBF2,GAPDH,Low
SREBF2,FXC1,Low
SREBF2,FXYD7,Low
SREBF2,FNDC3A,Low
SREBF2,FOXP2,Low
SREBF2,FFAR2,Low
SREBF2,FOXD3,Low
SREBF2,FOXI1,Low
SREBF2,FGF1,Low
SREBF2,FKBP5,Low
SREBF2,FLVCR2,Low
SREBF2,FGF12,Low
SREBF2,FIBCD1,Low
SREBF2,FBXL15,Low
SREBF2,EXOC4,Low
SREBF2,FAM59B,Low
SREBF2,FBXL2,Low
SREBF2,FBXO33,Low
SREBF2,FAM78A,Low
SREBF2,FAXC,Low
SREBF2,FBRS,Low
SREBF2,FARSA,Low
SREBF2,FAT3,Low
SREBF2,FAM155B,Low
SREBF2,FAM21A,Low
SREBF2,EXOSC6,Low
SREBF2,FAM168B,Low
SREBF2,FAM217B,Low
SREBF2,FAM113A,Low
SREBF2,FAM154B,Low
SREBF2,FAM116A,Low
SREBF2,FAM13B,Low
SREBF2,DAB2IP,Low
SREBF2,EPG5,Low
SREBF2,DSCR3,Low
SREBF2,EGLN2,Low
SREBF2,ERAS,Low
SREBF2,EREG,Low
SREBF2,EIF3A,Low
SREBF2,ELOVL5,Low
SREBF2,EPC1,Low
SREBF2,EIF4B,Low
SREBF2,EIF5A2,Low
SREBF2,DZIP1,Low
SREBF2,EFR3A,Low
SREBF2,DUSP1,Low
SREBF2,EBNA1BP2,Low
SREBF2,EFCAB10,Low
SREBF2,DUSP23,Low
SREBF2,DYRK1B,Low
SREBF2,DUSP3,Low
SREBF2,DVL2,Low
SREBF2,DOCK1,Low
SREBF2,DAK,Low
SREBF2,DLG2,Low
SREBF2,DOHH,Low
SREBF2,DPYSL2,Low
SREBF2,DLG4,Low
SREBF2,DNAJC7,Low
SREBF2,DNAJC8,Low
SREBF2,DLX2,Low
SREBF2,DMPK,Low
SREBF2,DESI1,Low
SREBF2,DHX35,Low
SREBF2,DAP3,Low
SREBF2,DGKH,Low
SREBF2,DHX32,Low
SREBF2,DAZAP2,Low
SREBF2,DEPDC1,Low
SREBF2,DCAF11,Low
SREBF2,DCK,Low
SREBF2,CCDC92,Low
SREBF2,CXorf58,Low
SREBF2,CINP,Low
SREBF2,CSDC2,Low
SREBF2,CSTF2T,Low
SREBF2,CUTA,Low
SREBF2,CXCR5,Low
SREBF2,CTSA,Low
SREBF2,CUL5,Low
SREBF2,CRHR2,Low
SREBF2,CS,Low
SREBF2,CLASP2,Low
SREBF2,CRISPLD1,Low
SREBF2,CRLF1,Low
SREBF2,CLCN7,Low
SREBF2,COMMD9,Low
SREBF2,COPZ1,Low
SREBF2,CLEC14A,Low
SREBF2,CNOT6L,Low
SREBF2,CHRD,Low
SREBF2,CCND1,Low
SREBF2,CECR2,Low
SREBF2,CHRNB2,Low
SREBF2,CHTF18,Low
SREBF2,CEP57,Low
SREBF2,CHMP2B,Low
SREBF2,CHN1,Low
SREBF2,CGGBP1,Low
SREBF2,CHD2,Low
SREBF2,CDH26,Low
SREBF2,CEBPB,Low
SREBF2,CCNYL1,Low
SREBF2,CDKL3,Low
SREBF2,CEBPA,Low
SREBF2,CD164,Low
SREBF2,CD7,Low
SREBF2,CD226,Low
SREBF2,CD2AP,Low
SREBF2,C12orf32,Low
SREBF2,CCDC103,Low
SREBF2,C12orf61,Low
SREBF2,CAHM,Low
SREBF2,CCDC154,Low
SREBF2,CCDC87,Low
SREBF2,CALCOCO1,Low
SREBF2,CC2D1B,Low
SREBF2,CCAR1,Low
SREBF2,CAMKV,Low
SREBF2,CASP9,Low
SREBF2,C8orf44-SGK3,Low
SREBF2,CACNB1,Low
SREBF2,C3orf26,Low
SREBF2,C8orf47,Low
SREBF2,C9orf156,Low
SREBF2,C4A,Low
SREBF2,C8orf44,Low
SREBF2,C4B,Low
SREBF2,C4orf46,Low
SREBF2,C5orf4,Low
SREBF2,C20orf112,Low
SREBF2,C14orf180,Low
SREBF2,C19orf46,Low
SREBF2,C2orf18,Low
SREBF2,C2orf76,Low
SREBF2,C19orf53,Low
SREBF2,C1orf43,Low
SREBF2,C1orf51,Low
SREBF2,C1S,Low
SREBF2,C17orf49,Low
SREBF2,C19orf26,Low
SREBF2,C16orf42,Low
SREBF2,C17orf58,Low
SREBF2,C18orf21,Low
SREBF2,C16orf62,Low
SREBF2,C17orf107,Low
SREBF2,C17orf102,Low
SREBF2,APOBEC2,Low
SREBF2,C11orf31,Low
SREBF2,ATP6V1A,Low
SREBF2,BLNK,Low
SREBF2,C11orf67,Low
SREBF2,BLOC1S1,Low
SREBF2,BOLA3-AS1,Low
SREBF2,BPTF,Low
SREBF2,BLOC1S1-RDH5,Low
SREBF2,BNIP3L,Low
SREBF2,B9D1,Low
SREBF2,BDNF,Low
SREBF2,ATP6V1F,Low
SREBF2,BACH1,Low
SREBF2,BCL6B,Low
SREBF2,ATP6V1H,Low
SREBF2,B3GNT9,Low
SREBF2,B4GALT2,Low
SREBF2,ATPIF1,Low
SREBF2,ATXN3,Low
SREBF2,ATP6V0B,Low
SREBF2,APOBR,Low
SREBF2,ASNA1,Low
SREBF2,ATP6V0C,Low
SREBF2,ATP6V0D1,Low
SREBF2,ASPSCR1,Low
SREBF2,ATF4,Low
SREBF2,ATG2B,Low
SREBF2,ASXL2,Low
SREBF2,ATF2,Low
SREBF2,ARHGAP44,Low
SREBF2,ASIC4,Low
SREBF2,APOC2,Low
SREBF2,ARX,Low
SREBF2,ASB10,Low
SREBF2,AQP11,Low
SREBF2,ARFGEF2,Low
SREBF2,AQP5,Low
SREBF2,ARC,Low
SREBF2,AP2A1,Low
SREBF2,ACTN3,Low
SREBF2,AMDHD2,Low
SREBF2,APOA1BP,Low
SREBF2,APOA2,Low
SREBF2,AMMECR1L,Low
SREBF2,ANLN,Low
SREBF2,AP1S2,Low
SREBF2,AMTN,Low
SREBF2,ANKH,Low
SREBF2,AKAP1,Low
SREBF2,AMD1,Low
SREBF2,ADAMTS15,Low
SREBF2,ALG1,Low
SREBF2,ALKBH6,Low
SREBF2,ADAMTSL2,Low
SREBF2,AFF4,Low
SREBF2,ADCY10,Low
SREBF2,ADCY5,Low
SREBF2,ACE,Low
SREBF2,AATF,Low
SREBF2,ACLY,Low
SREBF2,ACSS2,Low
SREBF2,ABCA8,Low
SREBF2,ABR,Low
SREBF2,ACBD6,Low
SREBF2,ABCB8,Low
SREBF2,ABHD14B,Low
SREBF2,AARS,Low
SRF,ATF6,Low
SRF,NDUFS1,Low
SRF,BARX2,Low
SRF,UBE2Q2P1,Low
SRF,CAMK2A,Low
SRF,UBL4A,Low
SRF,CASP3,Low
SRF,YWHAZ,Low
SRF,CASP6,Low
SRF,ZNF827,Low
SRF,hsa-miR-924,Low
SRF,ZNF93,Low
SRF,CASP7,Low
SRF,ZNHIT2,Low
SRF,hsa-miR-885-5p,Low
SRF,UBN1,Low
SRF,hsa-miR-885-3p,Low
SRF,ZNF532,Low
SRF,hsa-miR-876-5p,Low
SRF,ZNF238,Low
SRF,hsa-miR-876-3p,Low
SRF,ZNF547,Low
SRF,hsa-miR-767-5p,Low
SRF,ZNF548,Low
SRF,hsa-miR-767-3p,Low
SRF,ZNF367,Low
SRF,CASP8,Low
SRF,ZBTB42,Low
SRF,hsa-miR-616-5p,Low
SRF,ZNF529,Low
SRF,hsa-miR-616-3p,Low
SRF,ZNF460,Low
SRF,hsa-miR-602,Low
SRF,ZNF467,Low
SRF,hsa-miR-576-5p,Low
SRF,ZFP57,Low
SRF,hsa-miR-576-3p,Low
SRF,ZC3H12A,Low
SRF,hsa-miR-572,Low
SRF,ZIC3,Low
SRF,hsa-miR-5689,Low
SRF,ZMAT4,Low
SRF,hsa-miR-5687,Low
SRF,ZEB1-AS1,Low
SRF,CASP9,Low
SRF,ZFP36,Low
SRF,hsa-miR-568,Low
SRF,ZEB2,Low
SRF,hsa-miR-5582-5p,Low
SRF,ZFHX2,Low
SRF,hsa-miR-5582-3p,Low
SRF,WSB1,Low
SRF,hsa-miR-553,Low
SRF,WHAMM,Low
SRF,hsa-miR-550a-3p,Low
SRF,WWTR1,Low
SRF,hsa-miR-550a-3-5p,Low
SRF,UFL1,Low
SRF,hsa-miR-548w,Low
SRF,WHSC1,Low
SRF,hsa-miR-548f,Low
SRF,WAC,Low
SRF,CEBPB,Low
SRF,WNT5A,Low
SRF,hsa-miR-548ao-5p,Low
SRF,WIZ,Low
SRF,hsa-miR-548ao-3p,Low
SRF,WNK4,Low
SRF,hsa-miR-548ah-5p,Low
SRF,WASH7P,Low
SRF,hsa-miR-548ah-3p,Low
SRF,PRDM1,Low
SRF,hsa-miR-526b-5p,Low
SRF,WFIKKN2,Low
SRF,hsa-miR-526b-3p,Low
SRF,WDR1,Low
SRF,hsa-miR-519b-5p,Low
SRF,WDR52-AS1,Low
SRF,hsa-miR-519b-3p,Low
SRF,WASH1,Low
SRF,CREB1,Low
SRF,WASH5P,Low
SRF,hsa-miR-5192,Low
SRF,WASH2P,Low
SRF,hsa-miR-5187-5p,Low
SRF,WASH3P,Low
SRF,hsa-miR-5187-3p,Low
SRF,VPS52,Low
SRF,hsa-miR-4999-5p,Low
SRF,UTRN,Low
SRF,hsa-miR-4999-3p,Low
SRF,VWA3A,Low
SRF,hsa-miR-4802-5p,Low
SRF,VWA7,Low
SRF,hsa-miR-4802-3p,Low
SRF,UXS1,Low
SRF,hsa-miR-4768-5p,Low
SRF,UGT1A10,Low
SRF,CREBBP,Low
SRF,VPS18,Low
SRF,hsa-miR-4768-3p,Low
SRF,VARS2,Low
SRF,hsa-miR-4762-5p,Low
SRF,VCL,Low
SRF,hsa-miR-4762-3p,Low
SRF,UGT1A9,Low
SRF,hsa-miR-4736,Low
SRF,UGT1A3,Low
SRF,hsa-miR-4697-5p,Low
SRF,USH1G,Low
SRF,hsa-miR-4697-3p,Low
SRF,USP19,Low
SRF,hsa-miR-4687-5p,Low
SRF,UGT1A4,Low
SRF,hsa-miR-4687-3p,Low
SRF,UGT1A8,Low
SRF,CRIP2,Low
SRF,UGT1A5,Low
SRF,hsa-miR-4684-5p,Low
SRF,UGT1A7,Low
SRF,hsa-miR-4684-3p,Low
SRF,THUMPD2,Low
SRF,hsa-miR-4661-5p,Low
SRF,TAF5,Low
SRF,hsa-miR-4661-3p,Low
SRF,TRIM3,Low
SRF,hsa-miR-4657,Low
SRF,TECPR1,Low
SRF,hsa-miR-4635,Low
SRF,TYW5,Low
SRF,hsa-miR-4531,Low
SRF,TYMP,Low
SRF,hsa-miR-4530,Low
SRF,UAP1L1,Low
SRF,CSNK2A1,Low
SRF,TTC39C,Low
SRF,hsa-miR-4521,Low
SRF,TRMT12,Low
SRF,hsa-miR-4519,Low
SRF,TUSC3,Low
SRF,hsa-miR-4498,Low
SRF,TUBB6,Low
SRF,hsa-miR-4466,Low
SRF,TUFT1,Low
SRF,hsa-miR-4450,Low
SRF,TRMT6,Low
SRF,hsa-miR-4435,Low
SRF,TSPAN2,Low
SRF,hsa-miR-4431,Low
SRF,TRPV1,Low
SRF,hsa-miR-4422,Low
SRF,TRUB2,Low
SRF,ETV4,Low
SRF,TPST2,Low
SRF,hsa-miR-4324,Low
SRF,TNNC1,Low
SRF,hsa-miR-4316,Low
SRF,TRDN,Low
SRF,hsa-miR-4305,Low
SRF,TRAF7,Low
SRF,hsa-miR-429,Low
SRF,TRAPPC2P1,Low
SRF,hsa-miR-4283,Low
SRF,TNS1,Low
SRF,hsa-miR-4275,Low
SRF,TIGD1,Low
SRF,hsa-miR-3917,Low
SRF,TPM4,Low
SRF,hsa-miR-3909,Low
SRF,TOX2,Low
SRF,FHL1,Low
SRF,TP63,Low
SRF,hsa-miR-370,Low
SRF,TMEM183B,Low
SRF,hsa-miR-3687,Low
SRF,TMED1,Low
SRF,hsa-miR-3676-5p,Low
SRF,TNIK,Low
SRF,hsa-miR-3676-3p,Low
SRF,TMEM95,Low
SRF,hsa-miR-3648,Low
SRF,TMOD1,Low
SRF,hsa-miR-3614-5p,Low
SRF,TMEM106C,Low
SRF,hsa-miR-3614-3p,Low
SRF,TMEM183A,Low
SRF,hsa-miR-339-5p,Low
SRF,TMEM151B,Low
SRF,FHL2,Low
SRF,TMEM164,Low
SRF,hsa-miR-339-3p,Low
SRF,TES,Low
SRF,hsa-miR-3143,Low
SRF,THBS1,Low
SRF,hsa-miR-3135b,Low
SRF,NEIL2,Low
SRF,hsa-miR-3115,Low
SRF,TEPP,Low
SRF,hsa-miR-219-5p,Low
SRF,SLC25A4,Low
SRF,hsa-miR-219-1-3p,Low
SRF,SLC26A8,Low
SRF,hsa-miR-2110,Low
SRF,TEX34,Low
SRF,hsa-miR-21-5p,Low
SRF,TERC,Low
SRF,FHL3,Low
SRF,TBX1,Low
SRF,hsa-miR-21-3p,Low
SRF,TCAM1P,Low
SRF,hsa-miR-200b-5p,Low
SRF,TCIRG1,Low
SRF,hsa-miR-200b-3p,Low
SRF,TCF4,Low
SRF,hsa-miR-200a-5p,Low
SRF,TBX15,Low
SRF,hsa-miR-200a-3p,Low
SRF,TBX22,Low
SRF,hsa-miR-1972,Low
SRF,TBX18,Low
SRF,hsa-miR-1912,Low
SRF,SYNJ2,Low
SRF,hsa-miR-152,Low
SRF,SYT5,Low
SRF,FHL5,Low
SRF,SYCE2,Low
SRF,hsa-miR-148b-5p,Low
SRF,SLC39A5,Low
SRF,hsa-miR-148b-3p,Low
SRF,SYNJ2BP,Low
SRF,hsa-miR-1469,Low
SRF,SYNJ2BP-COX16,Low
SRF,hsa-miR-143-5p,Low
SRF,SYNCRIP,Low
SRF,hsa-miR-143-3p,Low
SRF,SYNGR4,Low
SRF,hsa-miR-1302,Low
SRF,SYNGAP1,Low
SRF,hsa-miR-1266,Low
SRF,SURF2,Low
SRF,hsa-miR-1264,Low
SRF,SVIL,Low
SRF,FLI1,Low
SRF,SPRYD7,Low
SRF,hsa-miR-1257,Low
SRF,SLC43A1,Low
SRF,hsa-miR-1251,Low
SRF,SURF4,Low
SRF,hsa-miR-1236,Low
SRF,SPTY2D1,Low
SRF,hsa-miR-1233,Low
SRF,STON1-GTF2A1L,Low
SRF,hsa-miR-1184,Low
SRF,SUMF2,Low
SRF,hsa-miR-105-5p,Low
SRF,STX12,Low
SRF,hsa-miR-101-3p,Low
SRF,SUCLG1,Low
SRF,GATA4,Low
SRF,STAT5B,Low
SRF,hsa-miR-105-3p,Low
SRF,SREK1,Low
SRF,GTF2F1,Low
SRF,STK16,Low
SRF,GTF2I,Low
SRF,STON1,Low
SRF,HMGA1,Low
SRF,SRF,Low
SRF,HOPX,Low
SRF,ST5,Low
SRF,MAPKAPK2,Low
SRF,SSH3,Low
SRF,MINPP1,Low
SRF,SSTR4,Low
SRF,MKL1,Low
SRF,SPAG7,Low
SRF,MKL2,Low
SRF,SNX2,Low
SRF,MYOCD,Low
SRF,SPRR2C,Low
SRF,MYOD1,Low
SRF,SLC4A3,Low
SRF,MYOG,Low
SRF,SORBS1,Low
SRF,NCOA1,Low
SRF,SNORA6,Low
SRF,NCOR2,Low
SRF,SOX6,Low
SRF,NFYA,Low
SRF,SOST,Low
SRF,NKX2-3,Low
SRF,SOWAHD,Low
SRF,NKX2-5,Low
SRF,SNORD61,Low
SRF,NKX3-1,Low
SRF,SNORD102,Low
SRF,OGT,Low
SRF,SNORD96A,Low
SRF,PML,Low
SRF,SNORD69,Low
SRF,PRKDC,Low
SRF,SNORD95,Low
SRF,PRRX1,Low
SRF,SNORD111B,Low
SRF,PYCARD,Low
SRF,SNORD54,Low
SRF,RELA,Low
SRF,SNORD19B,Low
SRF,RPS6KA1,Low
SRF,SNORD51,Low
SRF,RXRA,Low
SRF,SNORA36C,Low
SRF,RXRG,Low
SRF,SND1,Low
SRF,SRC,Low
SRF,SNORA41,Low
SRF,SRF,Low
SRF,SNORA55,Low
SRF,SRFBP1,Low
SRF,SNORA15,Low
SRF,SSRP1,Low
SRF,SLC50A1,Low
SRF,TCF3,Low
SRF,SNORA2B,Low
SRF,TEAD1,Low
SRF,SNORA26,Low
SRF,SNORA27,Low
SRF,SMOC1,Low
SRF,SLC6A2,Low
SRF,SMTN,Low
SRF,SMYD2,Low
SRF,SLC7A1,Low
SRF,SMAD6,Low
SRF,SLC8A2,Low
SRF,SLU7,Low
SRF,RPL21P28,Low
SRF,PCDHA10,Low
SRF,SAPCD2,Low
SRF,QRFP,Low
SRF,SLC22A23,Low
SRF,SLC20A2,Low
SRF,SLC25A28,Low
SRF,SERINC5,Low
SRF,SARS2,Low
SRF,SLC13A3,Low
SRF,SH3KBP1,Low
SRF,NEU1,Low
SRF,SHOC2,Low
SRF,SATB1,Low
SRF,OR2A20P,Low
SRF,SEPT2,Low
SRF,SCN3B,Low
SRF,SECISBP2,Low
SRF,RXRG,Low
SRF,RSU1,Low
SRF,SAMD14,Low
SRF,S100A5,Low
SRF,SALL1,Low
SRF,RTL1,Low
SRF,RPL24,Low
SRF,RUSC1,Low
SRF,RTN4,Low
SRF,RUNDC1,Low
SRF,RPS27A,Low
SRF,RPS19BP1,Low
SRF,RRP8,Low
SRF,RPS6KA2,Low
SRF,RPSA,Low
SRF,RPS20,Low
SRF,RPS27,Low
SRF,RPS25,Low
SRF,RPS26,Low
SRF,RORB,Low
SRF,RNASEH2B-AS1,Low
SRF,RPL21,Low
SRF,RAB11B,Low
SRF,RND3,Low
SRF,REG4,Low
SRF,RNU6-66,Low
SRF,RNF133,Low
SRF,RNF19A,Low
SRF,RHOBTB3,Low
SRF,REV3L,Low
SRF,RN5S244,Low
SRF,RING1,Low
SRF,RMRP,Low
SRF,REXO1L1,Low
SRF,RHOA,Low
SRF,REXO1L2P,Low
SRF,RGS3,Low
SRF,RBM48,Low
SRF,RBL2,Low
SRF,RCN2,Low
SRF,RDH5,Low
SRF,RBM14,Low
SRF,RAB27A,Low
SRF,RBM42,Low
SRF,RBM14-RBM4,Low
SRF,RBM18,Low
SRF,RARB,Low
SRF,RAB31,Low
SRF,RASA2,Low
SRF,RASSF2,Low
SRF,RABGAP1L,Low
SRF,RAPGEFL1,Low
SRF,RAET1K,Low
SRF,RALGPS1,Low
SRF,PURA,Low
SRF,PTGER4,Low
SRF,PYY,Low
SRF,POLR2C,Low
SRF,PTGS2,Low
SRF,PRKCSH,Low
SRF,PTPLAD1,Low
SRF,PTK2B,Low
SRF,PTN,Low
SRF,PRSS36,Low
SRF,PRL,Low
SRF,PSCA,Low
SRF,PRSS57,Low
SRF,PRUNE2,Low
SRF,PRPF31,Low
SRF,PCDHA11,Low
SRF,PRR7,Low
SRF,PRR14,Low
SRF,PRR22,Low
SRF,PRELP,Low
SRF,PPP2R3A,Low
SRF,PRG3,Low
SRF,PRIM2,Low
SRF,PPP2R3B,Low
SRF,POPDC3,Low
SRF,PRDM11,Low
SRF,PPP2R5D,Low
SRF,PQBP1,Low
SRF,PPP1R16A,Low
SRF,PORCN,Low
SRF,PPP1R37,Low
SRF,PPP1R3F,Low
SRF,PPAP2B,Low
SRF,PPP1R12B,Low
SRF,PPM1A,Low
SRF,PPP1R10,Low
SRF,PODN,Low
SRF,PLOD1,Low
SRF,POGZ,Low
SRF,PCDHA2,Low
SRF,PLXNA2,Low
SRF,PITPNC1,Low
SRF,PNMA1,Low
SRF,PLXNC1,Low
SRF,PNKP,Low
SRF,PLEKHB1,Low
SRF,PJA2,Low
SRF,PLN,Low
SRF,PLEKHG6,Low
SRF,PLIN4,Low
SRF,PKD2,Low
SRF,PLEC,Low
SRF,PKMYT1,Low
SRF,PLD2,Low
SRF,PELO,Low
SRF,PDCL3,Low
SRF,PIKFYVE,Low
SRF,PITPNA,Low
SRF,PDE2A,Low
SRF,PCDHA4,Low
SRF,PDHB,Low
SRF,PDE4D,Low
SRF,PDGFA,Low
SRF,PCNP,Low
SRF,PCDHA5,Low
SRF,PDCD11,Low
SRF,PDCD5,Low
SRF,PCDHA6,Low
SRF,PCGF2,Low
SRF,PCDHA8,Low
SRF,PCDHB4,Low
SRF,OR4B1,Low
SRF,OST4,Low
SRF,OR2A42,Low
SRF,PCDH9,Low
SRF,PACRG,Low
SRF,PCDH12,Low
SRF,PARN,Low
SRF,PALM3,Low
SRF,PBX1,Low
SRF,PARP9,Low
SRF,PAX6,Low
SRF,PANK4,Low
SRF,PAPOLA,Low
SRF,PANX1,Low
SRF,PAPD7,Low
SRF,OXCT1,Low
SRF,PAAF1,Low
SRF,P2RX1,Low
SRF,OR4X2,Low
SRF,OR52E4,Low
SRF,OR52E2,Low
SRF,OR2A9P,Low
SRF,OR2V1,Low
SRF,OR3A4P,Low
SRF,OR2V2,Low
SRF,OR2B2,Low
SRF,OR2F2,Low
SRF,OR2B6,Low
SRF,OGG1,Low
SRF,OR2A1,Low
SRF,NR4A1,Low
SRF,NEUROD1,Low
SRF,OR2A14,Low
SRF,OR2A2,Low
SRF,OGN,Low
SRF,OR10Q1,Low
SRF,ONECUT2,Low
SRF,NR4A3,Low
SRF,OCEL1,Low
SRF,ODF3B,Low
SRF,ODF3,Low
SRF,NRN1L,Low
SRF,OAF,Low
SRF,NRP2,Low
SRF,NNAT,Low
SRF,NPTX2,Low
SRF,NFATC1,Low
SRF,NR1H2,Low
SRF,NR2F1,Low
SRF,NOL9,Low
SRF,NPR3,Low
SRF,NOP10,Low
SRF,NLRP6,Low
SRF,NKX2-5,Low
SRF,NKIRAS2,Low
SRF,NKX6-1,Low
SRF,NKX2-2,Low
SRF,NKRF,Low
SRF,NKX2-1,Low
SRF,MIR758,Low
SRF,NDUFB6,Low
SRF,MUS81,Low
SRF,MYLPF,Low
SRF,DKFZp566F0947,Low
SRF,MIR299,Low
SRF,NAT6,Low
SRF,MYO1B,Low
SRF,NCOR2,Low
SRF,MYO1D,Low
SRF,NAA20,Low
SRF,MYL3,Low
SRF,MYH9,Low
SRF,MUSTN1,Low
SRF,MYL12A,Low
SRF,MYH6,Low
SRF,MUTYH,Low
SRF,MYH11,Low
SRF,MSS51,Low
SRF,MIXL1,Low
SRF,MRPL16,Low
SRF,MSX1,Low
SRF,MUL1,Low
SRF,MSH3,Low
SRF,MRPS21,Low
SRF,MRVI1,Low
SRF,MRGPRF,Low
SRF,MPL,Low
SRF,MLL4,Low
SRF,MPPED2,Low
SRF,MPDU1,Low
SRF,MLLT6,Low
SRF,MLN,Low
SRF,MIR31,Low
SRF,MIR548F1,Low
SRF,MIR4639,Low
SRF,MIR5187,Low
SRF,MIR612,Low
SRF,MIR647,Low
SRF,MIR548AO,Low
SRF,MIR5192,Low
SRF,MIR5193,Low
SRF,MIR5001,Low
SRF,MIR497HG,Low
SRF,MIR4719,Low
SRF,MIR5088,Low
SRF,MIR4999,Low
SRF,MIR497,Low
SRF,MIR4725,Low
SRF,MIR4736,Low
SRF,MIR4426,Low
SRF,MIR3143,Low
SRF,MIR411,Low
SRF,MIR4449,Low
SRF,MIR4530,Low
SRF,MIR4297,Low
SRF,MIR4268,Low
SRF,MIR4284,Low
SRF,MIR380,Low
SRF,MIR329-2,Low
SRF,MIR3158-1,Low
SRF,MIR365B,Low
SRF,MIR329-1,Low
SRF,MIR3173,Low
